Participant,Session,Block,Stim ID,Stim Type,Response Time,Stimulus time,blank time,blank jitter
0,0,0,0,1,0.40046596527099609,0.5,0.3,0.26117270207272825
0,0,0,1,2,0.24799799919128418,0.5,0.3,0.01750259569591961
0,0,0,2,1,0.23141717910766602,0.5,0.3,0.1131761581551566
0,0,0,3,1,0.24796915054321289,0.5,0.3,0.025558940701320542
0,0,0,4,1,0.24798703193664551,0.5,0.3,0.0068335055666408845
0,0,0,5,1,0.24801516532897949,0.5,0.3,0.25820259952831615
0,0,0,6,2,0.03135991096496582,0.5,0.3,0.1241979397510861
0,0,0,7,1,0.23136210441589355,0.5,0.3,0.2970632224535362
0,0,0,8,1,0.29803895950317383,0.5,0.3,0.1563696500198589
0,0,0,9,1,0.2646639347076416,0.5,0.3,0.12229555915687589
0,0,0,10,1,0.26472091674804688,0.5,0.3,0.063725072786998
0,0,0,11,1,0.29802203178405762,0.5,0.3,0.11278528784858637
0,0,0,12,1,0.31465506553649902,0.5,0.3,0.29948591925659684
0,0,0,13,1,0.2813560962677002,0.5,0.3,0.08355867588381206
0,0,0,14,1,0.24805784225463867,0.5,0.3,0.06226336632438931
0,0,0,15,1,0.2647700309753418,0.5,0.3,0.24627840850282123
0,0,0,16,1,0.34801793098449707,0.5,0.3,0.2742794546092502
0,0,0,17,1,0.29796314239501953,0.5,0.3,0.1681157338405812
0,0,0,18,1,0.28130793571472168,0.5,0.3,0.16884557497558247
0,0,0,19,1,0.43136000633239746,0.5,0.3,0.04913807309269353
0,0,0,20,1,0.23141002655029297,0.5,0.3,0.14290913743803593
0,0,0,21,1,0.24807095527648926,0.5,0.3,0.017040536485071055
0,0,0,22,1,0.23133397102355957,0.5,0.3,0.0740441273885027
0,0,0,23,1,0.24805021286010742,0.5,0.3,0.16596617252302814
0,0,0,24,1,0.2812950611114502,0.5,0.3,0.024780439680251277
0,0,0,25,1,0.26469898223876953,0.5,0.3,0.2898797948756172
0,0,0,26,2,0.76469802856445312,0.5,0.3,0.29669769519184197
0,0,0,27,1,0.28145813941955566,0.5,0.3,0.1052286302060382
0,0,0,28,1,0.29806017875671387,0.5,0.3,0.035879070032309925
0,0,0,29,1,0.23137497901916504,0.5,0.3,0.22088792480496458
0,0,0,30,2,0.79798102378845215,0.5,0.3,0.17909127419411222
0,0,0,31,1,0.24811291694641113,0.5,0.3,0.2923658047497857
0,0,0,32,1,0.33135795593261719,0.5,0.3,0.08029889846553658
0,0,0,33,2,0.0,0.5,0.3,0.10856152916243751
0,0,0,34,1,0.24805212020874023,0.5,0.3,0.2616765040658782
0,0,0,35,1,0.34786295890808105,0.5,0.3,0.27706763049872973
0,0,0,36,1,0.29799008369445801,0.5,0.3,0.2581574086045462
0,0,0,37,2,0.0,0.5,0.3,0.10135624999776723
0,0,0,38,1,0.24803614616394043,0.5,0.3,0.0630089951906808
0,0,0,39,1,0.24798917770385742,0.5,0.3,0.21299647936285487
0,0,1,0,1,0.28130888938903809,0.5,0.3,0.15787491409060453
0,0,1,1,2,0.26462602615356445,0.5,0.3,0.16886647943901578
0,0,1,2,1,0.2314300537109375,0.5,0.3,0.2395357660022029
0,0,1,3,1,0.3314049243927002,0.5,0.3,0.19862856734112033
0,0,1,4,1,0.31476998329162598,0.5,0.3,0.09101852933264444
0,0,1,5,1,0.29806900024414062,0.5,0.3,0.17694975762953688
0,0,1,6,2,0.28137922286987305,0.5,0.3,0.15951363308058067
0,0,1,7,1,0.24791121482849121,0.5,0.3,0.15128539863769938
0,0,1,8,1,0.3813471794128418,0.5,0.3,0.08623441446983866
0,0,1,9,1,0.26463699340820312,0.5,0.3,0.19967372825713006
0,0,1,10,1,0.29806900024414062,0.5,0.3,0.2774146705513208
0,0,1,11,1,0.2980492115020752,0.5,0.3,0.10813025125032873
0,0,1,12,1,0.29809999465942383,0.5,0.3,0.12243857815121123
0,0,1,13,1,0.26467800140380859,0.5,0.3,0.2246015349151436
0,0,1,14,1,0.29791092872619629,0.5,0.3,0.12283114943163853
0,0,1,15,1,0.31483697891235352,0.5,0.3,0.275700462627846
0,0,1,16,1,0.31467509269714355,0.5,0.3,0.2644581374259544
0,0,1,17,1,0.26471090316772461,0.5,0.3,0.16880497439128217
0,0,1,18,1,0.29798698425292969,0.5,0.3,0.1278597459055684
0,0,1,19,1,0.36472511291503906,0.5,0.3,0.21496978911712394
0,0,1,20,1,0.33155584335327148,0.5,0.3,0.18391330503784095
0,0,1,21,1,0.16468286514282227,0.5,0.3,0.040734437009511744
0,0,1,22,1,0.28126788139343262,0.5,0.3,0.137730451168455
0,0,1,23,1,0.31468987464904785,0.5,0.3,0.08620938949985316
0,0,1,24,1,0.41475701332092285,0.5,0.3,0.039236319982126545
0,0,1,25,1,0.24806594848632812,0.5,0.3,0.09654425507974394
0,0,1,26,2,0.76469802856445312,0.5,0.3,0.25946877141983576
0,0,1,27,1,0.21466302871704102,0.5,0.3,0.13344730493581722
0,0,1,28,1,0.24816298484802246,0.5,0.3,0.17789616342364709
0,0,1,29,1,0.26460909843444824,0.5,0.3,0.27842204626106704
0,0,1,30,2,0.26472711563110352,0.5,0.3,0.1565734913017092
0,0,1,31,1,0.26465106010437012,0.5,0.3,0.02688719814932673
0,0,1,32,1,0.2813260555267334,0.5,0.3,0.0004900120798173591
0,0,1,33,2,0.26470208168029785,0.5,0.3,0.28643161055060573
0,0,1,34,1,0.24809694290161133,0.5,0.3,0.16906826855061438
0,0,1,35,1,0.29800605773925781,0.5,0.3,0.15936502016324053
0,0,1,36,1,0.33147501945495605,0.5,0.3,0.05657743793289835
0,0,1,37,2,0.26473093032836914,0.5,0.3,0.14860811555722087
0,0,1,38,1,0.23135590553283691,0.5,0.3,0.19411930037570746
0,0,1,39,1,0.28135991096496582,0.5,0.3,0.05764648001731108
1,2,0,0,1,0.66382098197937012,0.5,0.3,0.08683903181832515
1,2,0,1,1,0.29628801345825195,0.5,0.3,0.14345739325728396
1,2,0,2,1,0.23094892501831055,0.5,0.3,0.1853828676348692
1,2,0,3,1,0.080637931823730469,0.5,0.3,0.033143045869706664
1,2,0,4,1,0.28075098991394043,0.5,0.3,0.19578861604440198
1,2,0,5,1,0.23084092140197754,0.5,0.3,0.15185648002461818
1,2,0,6,2,0.2306208610534668,0.5,0.3,0.2533755988757983
1,2,0,7,1,0.014336824417114258,0.5,0.3,0.2761120957089074
1,2,0,8,1,0.24663281440734863,0.5,0.3,0.21759278013966746
1,2,0,9,2,0.39747285842895508,0.5,0.3,0.29079044794972286
1,2,0,10,1,0.23080682754516602,0.5,0.3,0.2733104609859363
1,2,0,11,1,0.34764504432678223,0.5,0.3,0.24771821183410783
1,2,0,12,1,0.31415390968322754,0.5,0.3,0.11303935632128734
1,2,0,13,1,0.29746103286743164,0.5,0.3,0.23774830431071822
1,2,0,14,1,0.31422901153564453,0.5,0.3,0.09983115192600102
1,2,0,15,1,0.29645800590515137,0.5,0.3,0.033881065106137385
1,2,0,16,1,0.28102684020996094,0.5,0.3,0.04658877289306766
1,2,0,17,1,0.24637985229492188,0.5,0.3,0.267647415247795
1,2,0,18,1,0.33070898056030273,0.5,0.3,0.22087932066145297
1,2,0,19,2,0.0,0.5,0.3,0.03238242354711766
1,2,0,20,2,0.33090996742248535,0.5,0.3,0.02936861417995974
1,2,0,21,1,0.3789370059967041,0.5,0.3,0.10226354617068809
1,2,0,22,1,0.34753584861755371,0.5,0.3,0.1419146196519753
1,2,0,23,1,0.32973790168762207,0.5,0.3,0.2819727534944358
1,2,0,24,1,0.3462519645690918,0.5,0.3,0.1338991292180769
1,2,0,25,1,0.34764885902404785,0.5,0.3,0.11582026292999024
1,2,0,26,1,0.26416993141174316,0.5,0.3,0.15927073427735186
1,2,0,27,2,0.0,0.5,0.3,0.04824793226656977
1,2,0,28,2,0.26279807090759277,0.5,0.3,0.08341924865808785
1,2,0,29,1,0.23083305358886719,0.5,0.3,0.13152435721734604
1,2,0,30,1,0.44601917266845703,0.5,0.3,0.2559782619691038
1,2,0,31,2,0.26277494430541992,0.5,0.3,0.2778406273215569
1,2,0,32,1,0.2471768856048584,0.5,0.3,0.15346014421177367
1,2,0,33,1,0.41433191299438477,0.5,0.3,0.2893318073316075
1,2,0,34,1,0.34759306907653809,0.5,0.3,0.099251947752473
1,2,0,35,1,0.31431078910827637,0.5,0.3,0.03314631957025225
1,2,0,36,1,0.2810511589050293,0.5,0.3,0.11641750711153054
1,2,0,37,2,0.29766607284545898,0.5,0.3,0.2193497863314926
1,2,0,38,1,0.26423096656799316,0.5,0.3,0.2821617052788367
1,2,0,39,1,0.54786300659179688,0.5,0.3,0.2600304810119478
1,2,0,40,1,0.28092217445373535,0.5,0.3,0.044301581433690916
1,2,0,41,1,0.26409816741943359,0.5,0.3,0.003339560914204609
1,2,0,42,1,0.29771900177001953,0.5,0.3,0.04604205213828123
1,2,0,43,1,0.29755306243896484,0.5,0.3,0.2718490705201947
1,2,0,44,1,0.3309018611907959,0.5,0.3,0.2582640304443648
1,2,0,45,1,0.33090400695800781,0.5,0.3,0.19904504194591907
1,2,0,46,1,0.27980208396911621,0.5,0.3,0.24371381570402822
1,2,0,47,1,0.28074502944946289,0.5,0.3,0.12557027596360862
1,2,0,48,1,0.34766888618469238,0.5,0.3,0.1251382904920435
1,2,0,49,1,0.29646492004394531,0.5,0.3,0.15183880068875374
1,2,0,50,2,0.28080987930297852,0.5,0.3,0.09867778116792165
1,2,0,51,1,0.24649906158447266,0.5,0.3,0.2867218381988403
1,2,0,52,2,0.0,0.5,0.3,0.04710299932349294
1,2,0,53,1,0.28084897994995117,0.5,0.3,0.057008550567112265
1,2,0,54,2,0.0,0.5,0.3,0.055723979976315105
1,2,0,55,1,0.4310150146484375,0.5,0.3,0.1609618747732072
1,2,0,56,2,0.0,0.5,0.3,0.17996142963638506
1,2,0,57,1,0.22956991195678711,0.5,0.3,0.25069583421134134
1,2,0,58,1,0.28085803985595703,0.5,0.3,0.1473568804896175
1,2,0,59,1,0.3131561279296875,0.5,0.3,0.011389540464844083
1,2,1,0,1,0.29756712913513184,0.5,0.3,0.06692583428506925
1,2,1,1,1,0.27974510192871094,0.5,0.3,0.10003071472367628
1,2,1,2,1,0.24752402305603027,0.5,0.3,0.1570167168300603
1,2,1,3,1,0.28103089332580566,0.5,0.3,0.03293602747767511
1,2,1,4,1,0.24649596214294434,0.5,0.3,0.20720687182142772
1,2,1,5,1,0.26417803764343262,0.5,0.3,0.2920555595260257
1,2,1,6,2,0.2306208610534668,0.5,0.3,0.17249795942326215
1,2,1,7,1,0.3965449333190918,0.5,0.3,0.05963355082459378
1,2,1,8,1,0.26424121856689453,0.5,0.3,0.044669567794759245
1,2,1,9,2,0.24764800071716309,0.5,0.3,0.19983632127169318
1,2,1,10,1,0.22936487197875977,0.5,0.3,0.10492835164435252
1,2,1,11,1,0.2475430965423584,0.5,0.3,0.249894728489973
1,2,1,12,1,0.29766988754272461,0.5,0.3,0.1454346999642734
1,2,1,13,1,0.24757218360900879,0.5,0.3,0.11620986411282437
1,2,1,14,1,0.2641761302947998,0.5,0.3,0.16303557559795306
1,2,1,15,1,0.26309585571289062,0.5,0.3,0.032955043416694176
1,2,1,16,1,0.26403021812438965,0.5,0.3,0.09713735563625675
1,2,1,17,1,0.2476952075958252,0.5,0.3,0.16510802471915006
1,2,1,18,1,0.26406502723693848,0.5,0.3,0.21331362816189733
1,2,1,19,2,0.13096499443054199,0.5,0.3,0.003737144958594396
1,2,1,20,2,0.26313686370849609,0.5,0.3,0.060076647883592155
1,2,1,21,1,0.24758100509643555,0.5,0.3,0.09718319490831509
1,2,1,22,1,0.26433801651000977,0.5,0.3,0.015677358784947904
1,2,1,23,1,0.29750895500183105,0.5,0.3,0.08660588427307052
1,2,1,24,1,0.26444101333618164,0.5,0.3,0.2558846146888169
1,2,1,25,1,0.24750113487243652,0.5,0.3,0.18240982266809236
1,2,1,26,1,0.26427102088928223,0.5,0.3,0.13642410029253518
1,2,1,27,2,0.24772000312805176,0.5,0.3,0.17310167892645428
1,2,1,28,2,0.21431803703308105,0.5,0.3,0.2511858693328311
1,2,1,29,1,0.34771084785461426,0.5,0.3,0.2926437696810202
1,2,1,30,1,0.26435708999633789,0.5,0.3,0.28016640199966386
1,2,1,31,2,0.26277494430541992,0.5,0.3,0.06208382169443117
1,2,1,32,1,0.29743313789367676,0.5,0.3,0.2446638247400049
1,2,1,33,1,0.31420993804931641,0.5,0.3,0.03256614875261841
1,2,1,34,1,0.32968497276306152,0.5,0.3,0.10928306598293915
1,2,1,35,1,0.39754581451416016,0.5,0.3,0.11523693406910936
1,2,1,36,1,0.33059597015380859,0.5,0.3,0.008280577334434847
1,2,1,37,2,0.29766607284545898,0.5,0.3,0.25999522834444544
1,2,1,38,1,0.34762907028198242,0.5,0.3,0.012932438442596816
1,2,1,39,1,0.31422710418701172,0.5,0.3,0.14647742509849443
1,2,1,40,1,0.71436786651611328,0.5,0.3,0.27100550695030123
1,2,1,41,1,0.2641909122467041,0.5,0.3,0.2447743697600347
1,2,1,42,1,0.29741382598876953,0.5,0.3,0.18942875858380864
1,2,1,43,1,0.26368498802185059,0.5,0.3,0.19416509297905302
1,2,1,44,1,0.29777407646179199,0.5,0.3,0.049398635912464295
1,2,1,45,1,0.33084607124328613,0.5,0.3,0.07140054164356625
1,2,1,46,1,0.28105878829956055,0.5,0.3,0.1542209140306317
1,2,1,47,1,0.28103303909301758,0.5,0.3,0.138131697407914
1,2,1,48,1,0.29771709442138672,0.5,0.3,0.09160310822990426
1,2,1,49,1,0.28093791007995605,0.5,0.3,0.08326015992973694
1,2,1,50,2,0.28080987930297852,0.5,0.3,0.24871564282143638
1,2,1,51,1,0.33076095581054688,0.5,0.3,0.22329927264085234
1,2,1,52,2,0.26472187042236328,0.5,0.3,0.14141703423927393
1,2,1,53,1,0.19757318496704102,0.5,0.3,0.1074483279842099
1,2,1,54,2,0.26424193382263184,0.5,0.3,0.11949424557307686
1,2,1,55,1,0.16317892074584961,0.5,0.3,0.11338554815241146
1,2,1,56,2,0.29753804206848145,0.5,0.3,0.2413829129631852
1,2,1,57,1,0.19763898849487305,0.5,0.3,0.2917358678021994
1,2,1,58,1,0.26292204856872559,0.5,0.3,0.20473319759974076
1,2,1,59,1,0.24758815765380859,0.5,0.3,0.2312844555574626
1,2,2,0,1,0.14754199981689453,0.5,0.3,0.2060769844673422
1,2,2,1,1,0.27969789505004883,0.5,0.3,0.09069223690554835
1,2,2,2,1,0.24753117561340332,0.5,0.3,0.19395773103861294
1,2,2,3,1,0.28037714958190918,0.5,0.3,0.1325769150965416
1,2,2,4,1,0.26454496383666992,0.5,0.3,0.2787667384145673
1,2,2,5,1,0.23128890991210938,0.5,0.3,0.023564050815151182
1,2,2,6,2,0.34758400917053223,0.5,0.3,0.24448243517359253
1,2,2,7,1,0.031278848648071289,0.5,0.3,0.29691992688950636
1,2,2,8,1,0.24823284149169922,0.5,0.3,0.21023028181168424
1,2,2,9,2,0.29809188842773438,0.5,0.3,0.03427753170509692
1,2,2,10,1,0.26459097862243652,0.5,0.3,0.1753745606855758
1,2,2,11,1,0.36466312408447266,0.5,0.3,0.2820692510860369
1,2,2,12,1,0.34810900688171387,0.5,0.3,0.011551788419261577
1,2,2,13,1,0.31472301483154297,0.5,0.3,0.06897654060495458
1,2,2,14,1,0.29787993431091309,0.5,0.3,0.1033057356289966
1,2,2,15,1,0.29795408248901367,0.5,0.3,0.21144061672654696
1,2,2,16,1,0.29788994789123535,0.5,0.3,0.2023850430143948
1,2,2,17,1,0.28143501281738281,0.5,0.3,0.010678240202861077
1,2,2,18,1,0.31438183784484863,0.5,0.3,0.20868105952782237
1,2,2,19,2,0.28130698204040527,0.5,0.3,0.10768408390749513
1,2,2,20,2,0.24804306030273438,0.5,0.3,0.2733933784106437
1,2,2,21,1,0.28115200996398926,0.5,0.3,0.12434049505202477
1,2,2,22,1,0.34801793098449707,0.5,0.3,0.15207069897806677
1,2,2,23,1,0.38150596618652344,0.5,0.3,0.24880800663998515
1,2,2,24,1,0.29804706573486328,0.5,0.3,0.13935319950909303
1,2,2,25,1,0.33130717277526855,0.5,0.3,0.030797062943042797
1,2,2,26,1,0.31467485427856445,0.5,0.3,0.2204769038245381
1,2,2,27,2,0.28132486343383789,0.5,0.3,0.2465023082404335
1,2,2,28,2,0.24799394607543945,0.5,0.3,0.10143772369943238
1,2,2,29,1,0.31512713432312012,0.5,0.3,0.08342334522680853
1,2,2,30,1,0.31324291229248047,0.5,0.3,0.21101880717728744
1,2,2,31,2,0.26277494430541992,0.5,0.3,0.09219669083617005
1,2,2,32,1,0.24809598922729492,0.5,0.3,0.1256774965583358
1,2,2,33,1,0.33135795593261719,0.5,0.3,0.016091083837164344
1,2,2,34,1,0.28129792213439941,0.5,0.3,0.08146978156489648
1,2,2,35,1,0.38123106956481934,0.5,0.3,0.23797001225220074
1,2,2,36,1,0.34786486625671387,0.5,0.3,0.20195421864317972
1,2,2,37,2,0.28114914894104004,0.5,0.3,0.07691731676916533
1,2,2,38,1,0.24797511100769043,0.5,0.3,0.2868833284516867
1,2,2,39,1,0.33141589164733887,0.5,0.3,0.14954038697338318
1,2,2,40,1,0.31455588340759277,0.5,0.3,0.02872563918397921
1,2,2,41,1,0.36467909812927246,0.5,0.3,0.1837752347317766
1,2,2,42,1,0.31470108032226562,0.5,0.3,0.014992582146507793
1,2,2,43,1,0.44795584678649902,0.5,0.3,0.2888143599167481
1,2,2,44,1,0.29723000526428223,0.5,0.3,0.07300025504151905
1,2,2,45,1,0.44693684577941895,0.5,0.3,0.0936394265272416
1,2,2,46,1,0.2645869255065918,0.5,0.3,0.2622394278099898
1,2,2,47,1,0.23148083686828613,0.5,0.3,0.2351607538442134
1,2,2,48,1,0.29771709442138672,0.5,0.3,0.11770930459973661
1,2,2,49,1,0.26458096504211426,0.5,0.3,0.0621531916566726
1,2,2,50,2,0.28152203559875488,0.5,0.3,0.22426824954182534
1,2,2,51,1,0.24796605110168457,0.5,0.3,0.1662890226518062
1,2,2,52,2,0.33127498626708984,0.5,0.3,0.20475205990824247
1,2,2,53,1,0.24802207946777344,0.5,0.3,0.21630678858876626
1,2,2,54,2,0.26424193382263184,0.5,0.3,0.25689440319039636
1,2,2,55,1,0.28140091896057129,0.5,0.3,0.1637933500573763
1,2,2,56,2,0.29753804206848145,0.5,0.3,0.16951293311257803
1,2,2,57,1,0.19763898849487305,0.5,0.3,0.1294029403014175
1,2,2,58,1,0.51489090919494629,0.5,0.3,0.2333869912168977
1,2,2,59,1,0.31482791900634766,0.5,0.3,0.03359975417051526
1,2,3,0,1,0.31450796127319336,0.5,0.3,0.03747664427505265
1,2,3,1,1,0.46469521522521973,0.5,0.3,0.060853183443083866
1,2,3,2,1,0.28130388259887695,0.5,0.3,0.0535674769084134
1,2,3,3,1,0.28124022483825684,0.5,0.3,0.2490495133689799
1,2,3,4,1,0.33151698112487793,0.5,0.3,0.2645433922012411
1,2,3,5,1,0.31479811668395996,0.5,0.3,0.28419119097469586
1,2,3,6,2,0.34758400917053223,0.5,0.3,0.2406015404026674
1,2,3,7,1,0.33136391639709473,0.5,0.3,0.03175972367665346
1,2,3,8,1,0.29790496826171875,0.5,0.3,0.1257714698857454
1,2,3,9,2,0.29804611206054688,0.5,0.3,0.2946293306552431
1,2,3,10,1,0.031351089477539062,0.5,0.3,0.0015848145828643134
1,2,3,11,1,0.48145508766174316,0.5,0.3,0.06489618781044884
1,2,3,12,1,0.43083882331848145,0.5,0.3,0.1012961404801259
1,2,3,13,1,0.29784798622131348,0.5,0.3,0.2705324806957957
1,2,3,14,1,0.31463789939880371,0.5,0.3,0.1373178320295738
1,2,3,15,1,0.28136706352233887,0.5,0.3,0.09791150717693099
1,2,3,16,1,0.29788684844970703,0.5,0.3,0.28080655839899704
1,2,3,17,1,0.28121304512023926,0.5,0.3,0.03897705361167925
1,2,3,18,1,0.26388406753540039,0.5,0.3,0.03971927970681942
1,2,3,19,2,0.26471400260925293,0.5,0.3,0.2387577756239496
1,2,3,20,2,0.24704122543334961,0.5,0.3,0.27353672363517423
1,2,3,21,1,0.2643430233001709,0.5,0.3,0.05179208471254665
1,2,3,22,1,0.34801793098449707,0.5,0.3,0.2793637793339428
1,2,3,23,1,0.28135991096496582,0.5,0.3,0.23817384966528485
1,2,3,24,1,0.26462793350219727,0.5,0.3,0.01869956165824874
1,2,3,25,1,0.26460695266723633,0.5,0.3,0.2216418948877484
1,2,3,26,1,0.13126587867736816,0.5,0.3,0.23740766430606247
1,2,3,27,2,0.28001213073730469,0.5,0.3,0.1686348014308992
1,2,3,28,2,0.23150300979614258,0.5,0.3,0.19263686285154988
1,2,3,29,1,0.49805998802185059,0.5,0.3,0.02719157812799705
1,2,3,30,1,0.28113293647766113,0.5,0.3,0.053706671116908834
1,2,3,31,2,0.24740314483642578,0.5,0.3,0.13962850855009362
1,2,3,32,1,0.21472692489624023,0.5,0.3,0.04780761691606681
1,2,3,33,1,0.33136105537414551,0.5,0.3,0.16766249882495773
1,2,3,34,1,0.36479282379150391,0.5,0.3,0.24773367990153955
1,2,3,35,1,0.44811296463012695,0.5,0.3,0.2024263476646706
1,2,3,36,1,0.34807300567626953,0.5,0.3,0.2560542613141478
1,2,3,37,2,0.29789280891418457,0.5,0.3,0.25335710462171884
1,2,3,38,1,0.28127503395080566,0.5,0.3,0.18282078166394125
1,2,3,39,1,0.41469407081604004,0.5,0.3,0.09706872060020166
1,2,3,40,1,0.24803900718688965,0.5,0.3,0.13533115255324468
1,2,3,41,1,0.31468105316162109,0.5,0.3,0.2995126781708568
1,2,3,42,1,0.59806299209594727,0.5,0.3,0.26760406422251093
1,2,3,43,1,0.28147602081298828,0.5,0.3,0.2822708691987548
1,2,3,44,1,0.26449298858642578,0.5,0.3,0.2658442283131905
1,2,3,45,1,0.34787988662719727,0.5,0.3,0.17851280312247803
1,2,3,46,1,0.29795694351196289,0.5,0.3,0.05895230739035768
1,2,3,47,1,0.31458687782287598,0.5,0.3,0.15410525370979694
1,2,3,48,1,0.24807095527648926,0.5,0.3,0.08239367212529919
1,2,3,49,1,0.34810781478881836,0.5,0.3,0.14701392004278727
1,2,3,50,2,0.28152203559875488,0.5,0.3,0.2367593372925088
1,2,3,51,1,0.26455402374267578,0.5,0.3,0.028010652823803328
1,2,3,52,2,0.23146605491638184,0.5,0.3,0.17713424541948197
1,2,3,53,1,0.23122191429138184,0.5,0.3,0.06777993595915106
1,2,3,54,2,0.29810905456542969,0.5,0.3,0.15510129719684332
1,2,3,55,1,0.14790701866149902,0.5,0.3,0.1924434142953436
1,2,3,56,2,0.29753804206848145,0.5,0.3,0.28576967706349354
1,2,3,57,1,0.33117294311523438,0.5,0.3,0.22186544862656823
1,2,3,58,1,0.33131790161132812,0.5,0.3,0.12554162868248206
1,2,3,59,1,0.34804821014404297,0.5,0.3,0.06353563239288465
1,2,4,0,1,0.3145289421081543,0.5,0.3,0.03490867165691792
1,2,4,1,1,0.3469240665435791,0.5,0.3,0.16746140590181716
1,2,4,2,1,0.28145003318786621,0.5,0.3,0.17737743893153074
1,2,4,3,1,0.26468992233276367,0.5,0.3,0.2651781716671282
1,2,4,4,1,0.2315070629119873,0.5,0.3,0.14522122237087162
1,2,4,5,1,0.24806308746337891,0.5,0.3,0.09260818098124281
1,2,4,6,2,0.26477503776550293,0.5,0.3,0.12892506407378881
1,2,4,7,1,0.33136391639709473,0.5,0.3,0.1456055364349914
1,2,4,8,1,0.24791312217712402,0.5,0.3,0.13906818959383271
1,2,4,9,2,0.34814906120300293,0.5,0.3,0.021899059493263293
1,2,4,10,1,0.31469893455505371,0.5,0.3,0.05539999856240445
1,2,4,11,1,0.33145308494567871,0.5,0.3,0.05735100139784169
1,2,4,12,1,0.28148198127746582,0.5,0.3,0.13112451045458556
1,2,4,13,1,0.26473808288574219,0.5,0.3,0.2636151141673519
1,2,4,14,1,0.24800801277160645,0.5,0.3,0.23689816474723616
1,2,4,15,1,0.28145003318786621,0.5,0.3,0.20949246042228659
1,2,4,16,1,0.24764299392700195,0.5,0.3,0.10785701265011657
1,2,4,17,1,0.24797916412353516,0.5,0.3,0.16514349172809528
1,2,4,18,1,0.29804682731628418,0.5,0.3,0.21761484247839988
1,2,4,19,2,0.2980501651763916,0.5,0.3,0.21577993582103858
1,2,4,20,2,0.16467690467834473,0.5,0.3,0.23177758503148888
1,2,4,21,1,0.2814030647277832,0.5,0.3,0.2872130083638965
1,2,4,22,1,0.2983238697052002,0.5,0.3,0.1835137935642586
1,2,4,23,1,0.4311680793762207,0.5,0.3,0.0672532824714437
1,2,4,24,1,0.24806308746337891,0.5,0.3,0.18244459033051807
1,2,4,25,1,0.28144717216491699,0.5,0.3,0.2137976462452777
1,2,4,26,1,0.2812950611114502,0.5,0.3,0.028872159962579278
1,2,4,27,2,0.26433110237121582,0.5,0.3,0.14762510002417442
1,2,4,28,2,0.11472988128662109,0.5,0.3,0.10530165457732334
1,2,4,29,1,0.2981569766998291,0.5,0.3,0.16961819416253385
1,2,4,30,1,0.31463289260864258,0.5,0.3,0.1214722440642446
1,2,4,31,2,0.24740314483642578,0.5,0.3,0.12614890248677849
1,2,4,32,1,0.2479548454284668,0.5,0.3,0.042140539827983436
1,2,4,33,1,0.39780187606811523,0.5,0.3,0.020525785242926652
1,2,4,34,1,0.24792599678039551,0.5,0.3,0.19981929677913737
1,2,4,35,1,0.29813408851623535,0.5,0.3,0.2366452693111243
1,2,4,36,1,0.2478029727935791,0.5,0.3,0.08500552186343723
1,2,4,37,2,0.28111505508422852,0.5,0.3,0.28498124556785526
